X,Y,OBJECTID,Project_ID,Project_Name,Project_Street_Number,Project_Street_Name,Project_Street_Suffix,Project_Zip_Code,Neighborhood,Project_Record_Type,Project_Status,Filed_Date,BPDA_Board_Approval,First_Building_Permit,COO_Permit_Date,Last_Project_Update_Date,Gross_Square_Footage,Description,Website_URL,Lat,Lon,Gross_Floor_Area,RnD_sqft,Shape
767600.526736394,2945218.50745822,22871,4353,Dudley Kenilworth Homes,49,Dudley,Street,2119,Roxbury,Small Project,Under Review,,,,,2022/11/16 00:00:00+00,32500,"The proposed three-story building will contain twenty-two (22) condominium units, as well as 2,200 square feet of commercial space on the ground floor and basement and expansions of the sidewalk and public realm.",https://www.bostonplans.org/projects/development-projects/dudley-kenilworth-homes,42.3291,-71.0879,31500,0,
768924.072645724,2945516.48094365,22872,4357,1 Taber Street,1,Taber,Street,2119,Roxbury,Small Project,Board Approved,,,,,2022/12/15 00:00:00+00,49376,"The proposed project consists of a new six-story building with an underground parking garage. There will be forty residential units on floors two through six. The first floor will
contain three retail spaces, a bike storage room and building amenities.",https://www.bostonplans.org/projects/development-projects/1-taber-street,42.3299,-71.083,44626,0,
765988.86952664,2942951.33745189,22873,436,Highland Homes at Fort Hill,"206-208,212",Highland,Street,2119,Roxbury,Small Project,Construction Complete,2001/08/01 00:00:00+00,2001/09/13 00:00:00+00,,,,21580,"Propose 18 units -- 4 1BR, 14 3BR.  4 will be market rate.  Dev. will be condo.  B/c dev.has demonstrated on-going community process and support, we will waive public meeting and go to Board in 9/01 for 9/01 ZBA date.",,42.3229,-71.0939,24064,,
777701.417295724,2952703.84583397,22874,4366,49 Melcher Street,49,Melcher,Street,2210,South Boston Waterfront,Large Project,Construction Complete,,,,,2012/12/10 00:00:00+00,44030,,https://www.bostonplans.org/projects/development-projects/49-melcher-street,42.3495,-71.0504,41440,,
758921.368897885,2932860.67128156,22875,4368,18-22 Arboretum Road,18-22,Arboretum,Road,2131,Roslindale,Large Project,Under Review,,,,,2023/05/11 00:00:00+00,295020,"The Proposed Project will replace the existing industrial building at 18-22 Arboretum Road and the adjacent vacant lot at 43 Lochdale Road with a new multifamily residential building with amenity space comprising approximately 295,020 square feet of Gross Floor Area.  The building will be six (6) stories (approximately 69?-10' feet) and will provide 230 apartments and 124 parking spaces. There will be a mix of studios, one-bedroom, two-bedroom, and three-bedroom units; affordable units will be provided onsite in accordance with the City?s Inclusionary Development requirements.  In addition, the existing asphalt and hardscape on the site will be replaced with close to 38,000 square feet of new open space, including highly sustainable landscaping featuring more than 100 new native trees, rain gardens, and pollinator corridors.",https://www.bostonplans.org/projects/development-projects/18-22-arboretum-road,42.2953,-71.1202,248450,0,
758342.331013978,2953630.32626447,22876,4371,1035 Commonwealth Avenue,1035,Commonwealth,Avenue,2115,Allston,Small Project,Board Approved,,,,,2023/02/16 00:00:00+00,48930,"Proposed construction of a new 6-story building, five (5) stories of residential uses with a common roof deck that will include fifty-five (55) total Dwelling Units, five (5) three-bedroom residential units, fifteen (15) two-bedroom residential units, twenty (20) one-bedroom residential units and fifteen (15) studio units, 3,653 square feet of ground floor retail, a residential lobby, parking for forty-four (44) bicycles and storage.",https://www.bostonplans.org/projects/development-projects/1035-commonwealth-avenue,42.3523,-71.122,47108,0,
781825.9172488,2959759.44753639,22877,4376,9 McKay Place,9,McKay,Place,2128,East Boston,Small Project,Under Review,,,,,2022/12/16 00:00:00+00,54600,"The proposed project is a 41-unit, 43,460-square-foot development with 36 parking spaces on 15,070 square feet of land.",https://www.bostonplans.org/projects/development-projects/9-mckay-place,42.3688,-71.035,43460,0,
775313.985390797,2954367.75622006,22878,4378,55 Summer Street,55,Summer,Street,2111,Downtown,Large Project,Board Approved,,,,,2023/06/15 00:00:00+00,140000,(1) substantially rehabilitate upper-floor office space of existing building to accommodate ?Research laboratory? use; and (2) renovate publicly accessible plaza along Summer Street.,https://www.bostonplans.org/projects/development-projects/55-summer-street,42.3541,-71.0592,114750,103950,
779912.324291214,2953772.44933981,22879,438,Pier 4 Phase 1,136-146,Northern,Avenue,2127,South Boston Waterfront,Large Project,Construction Complete,2001/05/18 00:00:00+00,2005/03/24 00:00:00+00,,,2015/09/10 00:00:00+00,373000,,http://www.bostonplans.org/projects/development-projects/pier-4,42.3524,-71.0422,373000,,
778808.931812972,2952855.48168556,22880,4380,Seaport Square Block L3 L6,1,Boston Wharf,Road,2210,South Boston Waterfront,Large Project,Board Approved,,,,,2022/12/15 00:00:00+00,1069575,"The 2022 NPC revises the uses in Block L-3 to 150,000 square feet of Office/Research / 260,000 square feet Residential / 15,000 square feet of Retail and the uses in Block L-6 to 50,000 square feet of Office/Research / 290,000 square feet Residential / 15,000 square feet of Retail.",https://www.bostonplans.org/projects/development-projects/seaport-square-block-l3-l6,42.3499,-71.0463,780000,200000,
778676.499006972,2931973.14615373,22881,4381,900 Morrissey Boulevard,900,Morrissey,Blvd,2122,Dorchester,Small Project,Board Approved,,,,,2023/05/11 00:00:00+00,46378,"TCB 900 Morrissey (the ?Proponent?), an affiliate of The Community Builders, Inc. (TCB), in partnership with Pine Street Inn, Inc. (PSI) as a supportive service provider, proposes to renovate the existing hotel at 900 Morrissey Boulevard into a residential building with ground floor commercial office space (the ?Project?). The Proposed Project will result in the creation of up to 99 new residential compact studio units with associated amenity spaces and outdoor community spaces for residents. 100% of the units will be affordable to individuals earning less than 30% of the Area Median Income (AMI).",https://www.bostonplans.org/projects/development-projects/900-morrissey-boulevard,42.2926,-71.0472,46378,0,
758639.827138141,2953595.20363131,22882,439,MATCH School,1001,Commonwealth,Avenue,,Allston,Small Project,Construction Complete,2001/07/01 00:00:00+00,2001/10/04 00:00:00+00,,,,31100,"Renovate 3-story bldg; Media and Technology Charter High School, commercial on 3rd floor; 450sf retail",,42.3522,-71.1209,31100,,
771696.580224052,2964225.38512681,22883,4392,500 Rutherford Avenue,500,Rutherford,Avenue,2129,Charlestown,Large Project,Construction Complete,,,,,2014/06/02 00:00:00+00,370000,,https://www.bostonplans.org/projects/development-projects/500-rutherford-avenue,42.3812,-71.0724,,,
777273.507718474,2951826.96602605,22884,4394,232 A Street,232,A,Street,2210,South Boston Waterfront,Large Project,Letter of Intent,,,,,2023/04/12 00:00:00+00,502858,"Single-building 455,050 gsf lab/office/R&D development located at 232 A Street on G8 parcel of 100 Acres PDA plus waterfront park on adjacent G7 parcel along Ft. Point Channel.",https://www.bostonplans.org/projects/development-projects/232-a-street,42.3471,-71.052,431500,394000,
749940.918026805,2952355.57487698,22885,4397,352-354 Washington Street,354,Washington,Street,2135,Brighton,Small Project,Under Review,,,,,2023/05/17 00:00:00+00,27458,"The proposed project consists of a new five-story building containing 19 residential units, primarily market rate, with 4 affordable units in accordance with the City of Boston?s Inclusionary Development Policy, situated at 352 ? 354 Washington Street in Brighton. Two garage parking spaces will be provided, as well as bicycle storage for twenty-four spaces. The lot size is approximately 5,198 square feet and is currently occupied by a single-story commercial building operating as a liquor store.",https://www.bostonplans.org/projects/development-projects/352-354-washington-street,42.3489,-71.1531,23251,0,
779266.712393478,2953185.90720581,22886,4398,Seaport Square Block G,120,Seaport,Blvd,2210,South Boston Waterfront,Large Project,Board Approved,,,,,2022/12/15 00:00:00+00,650000,Block G at 120 Seaport Boulevard was approved in the 2017 NPC of Seaport Square as a residential and retail building. The 2022 NPC proposes a change to office/research uses with retail and civic ground floor space.,https://www.bostonplans.org/projects/development-projects/seaport-square-block-g,42.3508,-71.0446,650000,620000,
778911.81841822,2953839.98693439,22887,4399,Seaport Square Block D,88,Seaport,Blvd,2210,South Boston Waterfront,Large Project,Board Approved,,,,,2017/11/16 00:00:00+00,499400,"88 Seaport will feature 18 floors with nearly 425,000 square feet of office space, approximately 60,000 square feet of retail on the first two floors, and 5,000 square feet of civic/cultural use.",https://www.bostonplans.org/projects/development-projects/seaport-square-block-d,42.3526,-71.0459,499400,425000,
778729.581249893,2952527.07387781,22888,4400,Seaport Square Block P,400,Summer,Street,2210,South Boston Waterfront,Large Project,Permitted / Under Construction,,,,,2019/11/08 00:00:00+00,625000,"400 Summer Street is a 16-story laboratory building designed by Morris Adjmi Architects of New York City. The 625,000-square foot building will be home to Foundation Medicine, which will occupy 580,000 square feet of laboratory and office space. The building will also host 30,000 square feet of neighborhood retail uses. The Project includes the construction of the Summer Steps, a public gathering place located between 350 and 400 Summer Street that will also provide a major new pedestrian connection from Summer Street to Congress Street at the southern gateway of Harbor Way, leading to the edge of Boston Harbor.",https://www.bostonplans.org/projects/development-projects/seaport-square-block-p,42.349,-71.0466,610000,580000,
779078.855813801,2952929.80469964,22889,4401,Seaport Square Block L4,111,Harbor,Way,2210,South Boston Waterfront,Large Project,Construction Complete,,,,,2022/09/14 00:00:00+00,655000,"111 Harbor Way in Seaport Square is a 525,000 square foot, 17-story mixed-use building. The first two stories of the project contain 80,000 SF devoted to retail and restaurant uses. The remaining 15 stories feature 430,000 SF of office space.",https://www.bostonplans.org/projects/development-projects/seaport-square-block-l4,42.3501,-71.0453,525000,,
778808.931812972,2952855.48168556,22890,4402,Seaport Square Block L5,1,Boston Wharf,Road,2210,South Boston Waterfront,Large Project,Permitted / Under Construction,,,,,2021/09/11 00:00:00+00,865000,"One Boston Wharf Road is a 17-story, 707,000 square foot, mixed-use building. In addition to 630,000 square feet of office space, One Boston Wharf Road will feature ground floor retail and a new performing arts center, comprising two live performance venues of 500 and 100 seats, respectively. The building will front on a 1.5-acre park as the epicenter of Harbor Way, a pedestrian-friendly artery that will connect Summer Street to the water?s edge, Completion is anticipated in 2024.",https://www.bostonplans.org/projects/development-projects/seaport-square-block-l5,42.3499,-71.0463,705000,,
756377.450101227,2957921.94793056,22891,4404,175 North Harvard Street,175,North Harvard,Street,2134,Allston,Large Project,Under Review,,,,,2023/06/21 00:00:00+00,412800,"The mixed-use institutional project located at 175 North Harvard Street in Allston is proposed to consist of a performing arts center that will be the new home for the American Repertory Theater, housing for Harvard affiliates, along with parking.",https://www.bostonplans.org/projects/development-projects/175-north-harvard-street,42.3641,-71.1292,342500,0,
781669.229241967,2948825.71776348,22892,4406,6 Elkins Street,6,Elkins,Street,2127,South Boston,Large Project,Under Review,,,,,2023/05/23 00:00:00+00,143550,"The Proponent proposes the construction of a new approximately 97,000 gross square foot research laboratory development, including office, laboratory, research and development uses, along with approximately 4,400 square feet of publicly accessible retail/restaurant space and approximately 8,250 square feet of incubator lab space. The proposal also includes approximately 48 parking spaces in a one-level below grade garage.",https://www.bostonplans.org/projects/development-projects/6-elkins-street,42.3388,-71.0358,97000,92600,
753524.92070131,2955030.74603581,22893,4409,Allston Yards Building A,60,Everett,Street,2134,Allston,Large Project,Permitted / Under Construction,,,2021/12/02 00:00:00+00,,2021/08/23 00:00:00+00,347200,"First phase of the Allston Yards Master Plan, Building A will include up to 176 residential units, 87,200 SF of retail including a new Stop & Shop, and a one acre public open space ""Community Green"". Completion is anticipated in early 2024.",https://www.bostonplans.org/projects/development-projects/allston-yards-building-a,42.3562,-71.1398,250000,,
753524.305216968,2955176.51444507,22894,4410,Allston Yards Building C,60,Everett,Street,2134,Allston,Large Project,Board Approved,,,,,2020/01/10 00:00:00+00,430000,"Building C of the Allston Yards Master Plan is proposed as a residential building with retail, entertainment, and restaurant uses.",https://www.bostonplans.org/projects/development-projects/allston-yards-building-c,42.3566,-71.1398,342000,,
753524.305216968,2955176.51444507,22895,4411,Allston Yards Building D,60,Everett,Street,,Allston,Large Project,Board Approved,,,,,2020/01/10 00:00:00+00,336000,,https://www.bostonplans.org/projects/development-projects/allston-yards-building-d,42.3566,-71.1398,266000,,
753715.046961471,2954812.89345314,22896,4412,Allston Yards Building E,52,Everett,Street,2134,Allston,Large Project,Board Approved,,,,,2023/03/16 00:00:00+00,139850,"Approximately 150-unit residential homeownership building of approximately 123 feetin height with approximately 123 parking spaces and an approximately 1,950 square foot retail/restaurant/service use space that will activate the ground floor along Guest Street Extension",https://www.bostonplans.org/projects/development-projects/52-everett-street,42.3556,-71.1391,99850,0,
748828.046892971,2919808.11011639,22897,4414,24 Stimson Street,24,Stimson,Street,,West Roxbury,Small Project,Prefile (Default),,,,,,0,,,42.2596,-71.1577,15546,,
765212.721800715,2941234.85663289,22898,4415,24-28 Notre Dame Street,24-28,Notre Dame,Street,,Roxbury,Small Project,Prefile (Default),,,,,,28357,,,42.3182,-71.0968,,,
775357.058795467,2935563.56384164,22899,4416,1420 Dorchester Avenue,1420,Dorchester,Avenue,2122,Dorchester,Small Project,Under Review,,,,,2023/05/25 00:00:00+00,62080,"Erect a new mixed-use building consisting of 41 dwelling units and approximately 2,000 square feet of ground-floor commercial space, with a below-grade garage for 33 motor vehicles.",https://www.bostonplans.org/projects/development-projects/1420-dorchester-avenue,42.3025,-71.0594,45150,0,
762841.846293136,2950953.94349389,22900,4417,142-146 St. Mary?s Street,142-146,St. Mary?s,Street,,Fenway,Large Project,Letter of Intent,,,,,2023/05/10 00:00:00+00,0,"The Proponent proposes to construct an approximately six-story residential building that will contain approximately 91,000 gross square feet, 90 residential units, and parking.",https://www.bostonplans.org/projects/development-projects/142-146-st-marys-street,42.3449,-71.1054,,,
760900.27274847,2920078.36515331,22901,4419,19 Maida Terrace,19,Maida Terrace,,2136,Hyde Park,Large Project,Prefile (Default),,,,,,69238,,,42.2602,-71.1131,,,
774727.435054719,2958045.46572815,22902,442,155 Portland Street,155,Portland,Street,2144,West End,Small Project,Construction Complete,,2001/09/13 00:00:00+00,,,2002/01/07 00:00:00+00,49422,"10-story, 112 room hotel",,42.3642,-71.0613,49422,,
782232.460727051,2959543.0089929,22903,4420,9 Geneva Street,9,Geneva,Street,2128,East Boston,Small Project,Prefile (Default),,,,,,26893,,,42.3682,-71.0335,,,
786926.613412216,2965728.05338131,22904,4421,141 Addison Street,141,Addison,Street,2128,East Boston,Small Project,Prefile (Default),,,,,,33133,,,42.3851,-71.016,,,
756193.531177714,2913024.19947164,22905,4423,1690-1700 Hyde Park Avenue,1690-1700,Hyde Park Avenue,,2136,Hyde Park,Large Project,Prefile (Default),,,,,,0,,,42.2409,-71.1306,,,
758448.711706728,2917407.10868481,22906,4424,20 Woodland Park,63,Walnut,Street,2136,Hyde Park,Small Project,Prefile (Default),,,,,,39000,,,42.2529,-71.1222,,,
786114.483474806,2966015.00490715,22907,4425,73 Addison Street,73,Addison,Street,2128,East Boston,Small Project,Prefile (Default),,,,,,48975,,,42.3859,-71.019,,,
777463.110029548,2946616.64639422,22908,4426,243-245 Dorchester Street,243-245,Dorchester,Street,2127,South Boston,Small Project,Prefile (Default),,,,,,999,,,42.3328,-71.0514,,,
753569.498039976,2950876.4692394,22909,4427,310 Summit Avenue,310,Summit,Avenue,2135,Brighton,Small Project,Prefile (Default),,,,,,29000,,,42.3448,-71.1397,,,
756201.555111811,2954859.99112798,22910,4429,22-24 Pratt Street,22-24,Pratt,Street,2134,Allston,Large Project,Letter of Intent,,,,,2023/04/05 00:00:00+00,358000,"The proposed Project includes demolition of the existing structures and construction of a multifamily building including approximately 316 units with a mix of unit sizes ranging from studios to three-bedroom apartments.  The Project?s proposed building includes varied heights and massing, ground floor activated uses, landscaped open space, accessory parking and amenities and services for building residents",https://www.bostonplans.org/projects/development-projects/22-24-pratt-street,42.3557,-71.1299,310000,0,
750418.6296698,2947911.52602232,22911,4430,358 Chestnut Hill Avenue,358,Chestnut Hill,Avenue,2135,Brighton,Small Project,Prefile (Default),,,,,,33255,,,42.3367,-71.1514,,,
774501.790820971,2954618.67336914,22912,4431,17-23 West Street,17-23,West,Street,2111,Downtown,Small Project,Under Review,,,,,2023/05/19 00:00:00+00,38043,"Proposal for a 94-room budget hotel on a 2,789 sf site including 38,043 gross sf of floor area with no parking, food or beverage services in a 15-story building (with a maximum building height of 152-1/2 feet), and including 15- interior bike strorage spaces and 4 outside visitor spaces.",https://www.bostonplans.org/projects/development-projects/17-23-west-street,42.3548,-71.0622,38043,0,
773546.362285644,2951151.72098547,22913,4432,1033-1055 Washington Street,1033-1055,Washington,Street,2118,South End,Large Project,Under Review,,,,,2023/07/17 00:00:00+00,853528,"The proposed project located at 1033-1055 Washington Street includes the construction of two life science/office buildings (with an above-grade connection between the buildings) approximately 150 feet in height with an aggregate gross floor area of approximately 588,000 square feet. The Project will include ground-floor retail/restaurant space, community/non-profit space, two levels of below-grade parking, a landscaped pedestrian plaza between the buildings connecting Washington Street and Shawmut Avenue, and related Site improvements and amenities.",https://www.bostonplans.org/projects/development-projects/1033-1055-washington-street,42.3453,-71.0658,588000,345932,
769802.513146058,2937357.66195947,22914,4433,Oldfields Road,74,Geneva,Avenue,,Dorchester,Small Project,Prefile (Default),,,,,,50000,,,42.3075,-71.0799,,,
760194.418845221,2932538.39436705,22915,4434,140 Wachusett Street,140,Wachusett,Street,2130,Jamaica Plain,Small Project,Prefile (Default),,,,,,38860,,,42.2944,-71.1155,,,
770694.602241144,2937471.40024906,22916,4435,133 Devon Street,133,Devon Street,,,Dorchester,Small Project,Prefile (Default),,,,,,3943,,,42.3078,-71.0766,,,
773795.79649806,2939345.57104139,22917,4436,81 Hancock Street,81,Hancock,Street,,Dorchester,Small Project,Prefile (Default),,,,,,39503,,,42.3129,-71.0651,,,
748906.329544798,2920537.26384181,22918,4438,231-239 Grove Street,231-239,Grove,Street,,West Roxbury,Small Project,Prefile (Default),,,,,,20100,,,42.2616,-71.1574,,,
758446.884938717,2923930.22588789,22919,4440,0 Dale Street,0,Dale,Street,2131,Roslindale,Large Project,Prefile (Default),,,,,,39600,,,42.2708,-71.1221,,,
776782.198005557,2926861.23839857,22920,4441,157 Granite Ave,157,Granite,Avenue,2124,Dorchester,Small Project,Prefile (Default),,,,,,47165,,,42.2786,-71.0543,,,
749320.215528056,2952097.96023473,22921,4442,Dighton Gardens,25-37,Dighton,Street,2135,Brighton,Small Project,Under Review,,,,,2023/06/06 00:00:00+00,65780,"Combine three lots, raze three existing structures, and erect a new residential building with 42 rental units and 34 below-ground parking spaces.",https://www.bostonplans.org/projects/development-projects/dighton-gardens,42.3482,-71.1554,49000,0,
770270.296331227,2941222.87601382,22922,4443,191-203 Blue Hill Ave,191-203,Blue Hill,Avenue,2119,Roxbury,Small Project,Prefile (Default),,,,,,40000,,,42.3181,-71.0781,,,
774164.009672388,2957240.8305264,22923,4444,Hurley Building,19,Staniford,Street,2114,West End,Large Project,Prefile (Default),,,,,,1472600,,,42.362,-71.0634,,,
767563.452991635,2947295.55809414,22924,4448,Drexel Village,175,Ruggles,Street,2119,Roxbury,Large Project,Letter of Intent,,,,,2022/12/13 00:00:00+00,300000,"The approximately 300,000 gross square foot, mixed-use project will establish a prominent gateway at the Melnea Cass and Tremont Street corridor; and will offer a three-building complex that includes the renovation of the St. Katherine Drexel Church and Parish ministry space, along with mixed-income rental and homeownership housing, retail, commercial, and social-service space, including over 60,000 square feet of public open space that will provide passive recreation and pedestrian connectivity to the neighborhood's open space networks along the Tremont Street corridor. The Drexel Village project site's gateway prominence as a key location in the Roxbury Cultural District, will showcase a dynamic variety of permanent and temporary Public Art that will celebrate cultural diversity, history and heritage of Nubian Square.",https://www.bostonplans.org/projects/development-projects/drexel-village,42.3348,-71.088,,,
776691.347137392,2954593.57269756,22925,4449,230 Congress St,230,Congress,Street,2110,Downtown,Large Project,Prefile (Default),,,,,,250000,,,42.3547,-71.0541,,,
773438.152200222,2961792.49760415,22926,445,40 Austin Street,40,Austin,Street,2129,Charlestown,Small Project,Construction Complete,,,,,,10000,"Six townhouses to be built with 12 parking spaces on what was formerly a very large single family property. LDA was amended to allow for housing. Developer made a contribution of $52,000 towards affordable housing construction in addition to $75,000 fee f",,42.3745,-71.066,10000,,
774802.723289967,2938148.12363315,22927,4450,29 High Street,29,High,Street,2122,Dorchester,Small Project,Under Review,,,,,2023/06/13 00:00:00+00,45028,Erect a new three-story multifamily building to contain 31 residential condominium units with 23 accessory below-grade garage parking spaces.,https://www.bostonplans.org/projects/development-projects/29-high-street,42.3096,-71.0614,32068,0,
773152.393585384,2938212.58150947,22928,4451,425 Quincy Street,425,Quincy,Street,2125,Dorchester,Small Project,Prefile (Default),,,,,,20000,,,42.3098,-71.0675,,,
773625.057010144,2925059.2866219,22929,4452,1181 Adams St,1181,Adams,Street,2124,Dorchester,Large Project,Prefile (Default),,,,,,57200,,,42.2737,-71.066,,,
758271.483386636,2957420.06015481,22930,4453,Harvard Enterprise Research Campus (ERC) Phase B,100,Western,Avenue,2134,Allston,Large Project,Prefile (Default),,,,,,999999,,,42.3627,-71.1222,,,
750063.461088806,2955453.70089856,22931,4454,267 North Beacon St,267,North Beacon,Street,2135,Brighton,Small Project,Prefile (Default),,,,,,33000,,,42.3574,-71.1526,,,
776469.904994965,2945226.62161523,22932,4455,43 Preble Street,43,Preble,Street,2127,South Boston,Small Project,Prefile (Default),,,,,,9999,,,42.329,-71.0551,,,
774781.673135221,2958009.30208656,22933,4456,141 Portland Street,141,Portland,Street,2114,West End,Large Project,Letter of Intent,,,,,2023/06/09 00:00:00+00,160195,"The Project Site is currently developed with a three-story commercial building and approximately 32-space surface parking lot. KS Partners proposes to replace the existing structure and paved parking area with an eleven-story life science building. The proposed building will be approximately 160,195 sf (gross floor area) and will measure approximately170 feet to the top of its highest occupied floor, with a mechanical penthouse occupying less than 30% of the roof area (the ?Project?). Because the Project Site has exceptional access to transit, no parking spaces will be provided within the Project; a fully enclosed loading area will be provided on the ground level of the Project.",https://www.bostonplans.org/projects/development-projects/141-portland-street,42.3641,-71.0611,,160195,
774495.057238638,2955930.58249073,22934,4457,17 Beacon St,17,Beacon,Street,2108,Downtown,Small Project,Prefile (Default),,,,,,9999,,,42.3584,-71.0622,,,
763492.865988478,2921402.18534032,22935,4459,745 River St,745,River,Street,2136,Hyde Park,Small Project,Prefile (Default),,,,,,9999,,,42.2638,-71.1035,,,
778270.855461299,2931934.55371122,22936,446,Morrissey Blvd - Stop and Shop,177,Morrissey,Boulevard,,Dorchester,Large Project,Construction Complete,2001/11/17 00:00:00+00,2004/05/23 00:00:00+00,,,,58000,"Development of 58,000 Sqaure Feet Super Stop&Shop Market in Dorchester/Neponset Cirlcle area.",,42.2925,-71.0487,58000,,
765830.769777223,2942075.96453072,22937,4463,Council Tower 2,2875,Washington,Street,2119,Roxbury,Large Project,Prefile (Default),,,,,,83936,,,42.3205,-71.0945,,,
775331.889226392,2935199.00912456,22938,4464,1444-1446 Dorchester Ave,1444-1446,Dorchester,Avenue,2122,Dorchester,Small Project,Prefile (Default),,,,,,50264,,,42.3015,-71.0595,,,
775902.816890299,2945077.90012789,22939,4465,617 Dorchester Avenue f/k/a 20 Boston Street,617,Dorchester,Avenue,2127,South Boston,Small Project,Under Review,,,,,2023/06/02 00:00:00+00,20708,"The proposed project consists of a new four-story residential building situated on a through lot
fronting both Dorchester Avenue and Boston Street. The project is located on a vacant 6,135
square foot parcel and proposes the construction of eighteen residential condominium units,
with a residential lobby, bike parking room, trash area, community room, and a spacious common
roof deck. The main entrance is provided at-grade and accessed on Dorchester Avenue. The
building also includes an accessible basement, providing private storage rooms for each unit.
There are accessible paths that run parallel along the entire site, allowing for passage to either
Dorchester Avenue or Boston Street, installed with privacy gates to ensure the security and
privacy of the residents. Residential units are located on every level, although units on the first
floor have been raised above the SLR-BFE. Owing to proximity to the MBTA?s Andrew Station on
the Red Line, no on-site motor vehicle parking is proposed.",https://www.bostonplans.org/projects/development-projects/617-dorchester-avenue-20-boston-street,42.3286,-71.0572,18407,,
767494.476423562,2944780.68385881,22940,4467,Bartlett Place Building C,1,Bartlett Street,,,Roxbury,Large Project,Prefile (Default),,,,,,100138,,,42.3279,-71.0883,,,
763258.179778054,2948623.54198673,22941,4470,Harvard Institutes of Medicine,4,Blackfan,Street,2115,Longwood Medical Area,Large Project,Construction Complete,,,,2017/04/05 00:00:00+00,1994/04/19 00:00:00+00,241397,Building constructed in 1973 for Boston English High School. Acquired by Harvard University in 1994 and renovated as a biomedical research building.,,42.3385,-71.1039,241397,241397,
770074.196985886,2931637.54446273,22942,448,Talbot Bernard Senior Homes,538,Talbot,Avenue,2124,Dorchester,Small Project,Construction Complete,2001/08/15 00:00:00+00,2001/10/04 00:00:00+00,,,,30000,Construction  of 31 affordable senior housing apartment in two buildings.,,42.2918,-71.079,30000,,
765161.284567639,2923487.20216765,22943,4483,819 Cummins Highway,819,Cummins Highway,,,Mattapan,Small Project,Prefile (Default),,,,,,44375,,,42.2695,-71.0973,,,
766135.803287894,2929140.36605814,22944,4484,156 Wellington Hill Street,156,Wellington Hill,Street,2126,Mattapan,Small Project,Under Review,,,,,2023/07/17 00:00:00+00,40000,"This is a home ownership project, building on the existing structure to result in a five (5) story, twenty-seven (27) unit mixed-use building with a common roof deck and twelve (12) parking spaces, twenty-seven (27) tenant bicycle parking spaces, and retail spaces on the ground level.",https://www.bostonplans.org/projects/development-projects/156-wellington-hill-street,42.285,-71.0936,,,
778385.898210227,2945965.54894315,22945,4485,Old Colony Phase 6,331,E. 6th,Street,2127,South Boston,Large Project,Board Approved,,,,,2023/03/16 00:00:00+00,122253,"Beacon Communities is proposing a Notice of Project Change to the original Old Colony Master Plan Development. The Project is also seeking to use the 121A tool for development. Phase Six will be comprised of approximately 89 apartments with 1-5 bedrooms for individuals, families and seniors. In addition, it will include approximately 6,662 gross square feet of accessory community space that will be available for lease to local community service organizations that improve the quality of life for community residents. It is anticipated that the space will initially be leased by a local South Boston arts organization that works with low-income individuals.",https://www.bostonplans.org/projects/development-projects/old-colony-phase-6,42.331,-71.048,119049,0,
750601.040394217,2956184.75127372,22946,4490,1600-1850 Soldiers Field Road,1600,Soldiers Field,Road,2135,Brighton,Large Project,Letter of Intent,,,,,2023/01/20 00:00:00+00,1360000,"Trammell Crow has submitted a Letter of Intent proposing the redevelopment of 1600, 1800, and 1850 Soldiers Field Road. The proposed redevelopment is anticipated to take place in two phases, with adjacent parcels: the first phase consists of 1600 Soldiers Field Road and 15 Soldiers Field Place, and the second phase would include 1800 & 1850 Soldiers Field Road. Collectively, the development project will deliver to the community two residential buildings that will be 100% affordable at an average cost of 60% AMI, supported by three commercial buildings including
lab, office, and retail.",https://www.bostonplans.org/projects/development-projects/1600-1800-1850-soldiers-field-road,42.3594,-71.1506,1000000,,
764149.440462723,2943051.9809514,22947,4499,Mildred Hailey Development Buildings 2 and 3,265,Centre,Street,2130,Jamaica Plain,Large Project,Under Review,,,,,2023/01/12 00:00:00+00,153800,"The Mildred C. Hailey project is approved under the 121A Master Plan and is located at the southeast portion of the existing Mildred C. Hailey Apartments housing development. Building 2 is proposed to be a six-story (approximately 70 foot tall) building with approximately 82,750 sf consisting of 65 residential units and associated amenities. Building 3 is proposed to be a six-story (approximately 70 foot tall) building with approximately 71,050 sf consisting of 60 residential units and approximately 4,550 sf of non-residential space.",https://www.bostonplans.org/projects/development-projects-plans/mildred-hailey-development-buildings-2-and-3,42.3232,-71.1007,153800,0,
772222.648397639,2950962.80666514,22948,45,Parcel 8 - BCA,533,Tremont,Street,2116,South End,Large Project,Construction Complete,,2000/04/25 00:00:00+00,,,,253000,The Druker Company proposes to develop 103 market-rate condominium units with 350 underground parking spaces. Also proposed 2 theatres for the BCA with other arts-related space.,,42.3448,-71.0707,253000,,
774614.330622137,2964276.64027365,22949,450,Nancy Sales - Charlestown,267,Medford,Street,,Charlestown,Large Project,Construction Complete,,,,2015/05/14 00:00:00+00,,140000,"124 units of live-work affordable housing in a warehouse that has been vacant for over 15 years.  Rental for 5 years.  62 units affordable@<80%, 62 units affordable@ 80%<>120%.  CZM requires design of Haul Road for removal from DPA.",,42.3813,-71.0616,140000,,
